,comb,obj,obj_rand,GLCabcpp,GLCptspp,HEX1,PGI,PFK,FBA,TPI,GAPD,PGK,PGM,ENO,PYK
599,"('HEX1', 'PGI', 'TPI', 'ENO')",6.304539232392442,6.765950799746726,0,0,1,1,0,0,1,0,0,0,1,0
600,"('HEX1', 'PGI', 'TPI', 'PYK')",7.616052012661257,8.515265638545774,0,0,1,1,0,0,1,0,0,0,0,1
601,"('HEX1', 'PGI', 'GAPD', 'PGK')",5.815119802338678,5.3452348258127795,0,0,1,1,0,0,0,1,1,0,0,0
602,"('HEX1', 'PGI', 'GAPD', 'PGM')",5.7230869274999625,6.5681441923331105,0,0,1,1,0,0,0,1,0,1,0,0
603,"('HEX1', 'PGI', 'GAPD', 'ENO')",5.7230869274999625,4.797703510881409,0,0,1,1,0,0,0,1,0,0,1,0
604,"('HEX1', 'PGI', 'GAPD', 'PYK')",5.815119802338677,6.742378961821659,0,0,1,1,0,0,0,1,0,0,0,1
605,"('HEX1', 'PGI', 'PGK', 'PGM')",5.723086927499965,5.968089146251947,0,0,1,1,0,0,0,0,1,1,0,0
606,"('HEX1', 'PGI', 'PGK', 'ENO')",5.723086927499965,5.496976459760664,0,0,1,1,0,0,0,0,1,0,1,0
607,"('HEX1', 'PGI', 'PGK', 'PYK')",5.815119802338678,6.585940720109162,0,0,1,1,0,0,0,0,1,0,0,1
608,"('HEX1', 'PGI', 'PGM', 'ENO')",6.3056560056182445,7.172732894071165,0,0,1,1,0,0,0,0,0,1,1,0
609,"('HEX1', 'PGI', 'PGM', 'PYK')",6.3056560056182445,6.949246053869831,0,0,1,1,0,0,0,0,0,1,0,1
610,"('HEX1', 'PGI', 'ENO', 'PYK')",6.3056560056182445,7.002839861487295,0,0,1,1,0,0,0,0,0,0,1,1
611,"('HEX1', 'PFK', 'FBA', 'TPI')",7.8466661381547125,7.771922689736497,0,0,1,0,1,1,1,0,0,0,0,0
612,"('HEX1', 'PFK', 'FBA', 'GAPD')",6.220634501801051,6.5306414608145165,0,0,1,0,1,1,0,1,0,0,0,0
613,"('HEX1', 'PFK', 'FBA', 'PGK')",6.220634501801051,5.919598500243066,0,0,1,0,1,1,0,0,1,0,0,0
614,"('HEX1', 'PFK', 'FBA', 'PGM')",6.846287701370956,5.521361025960122,0,0,1,0,1,1,0,0,0,1,0,0
615,"('HEX1', 'PFK', 'FBA', 'ENO')",6.846287701370956,8.112688216756226,0,0,1,0,1,1,0,0,0,0,1,0
616,"('HEX1', 'PFK', 'FBA', 'PYK')",8.581712320160118,8.507444221642364,0,0,1,0,1,1,0,0,0,0,0,1
617,"('HEX1', 'PFK', 'TPI', 'GAPD')",0.0,1.577425701597272,0,0,1,0,1,0,1,1,0,0,0,0
618,"('HEX1', 'PFK', 'TPI', 'PGK')",0.0,0.9656314381656406,0,0,1,0,1,0,1,0,1,0,0,0
619,"('HEX1', 'PFK', 'TPI', 'PGM')",6.8440541549194025,6.783363679600168,0,0,1,0,1,0,1,0,0,1,0,0
620,"('HEX1', 'PFK', 'TPI', 'ENO')",6.8440541549194025,5.721461391008746,0,0,1,0,1,0,1,0,0,0,1,0
621,"('HEX1', 'PFK', 'TPI', 'PYK')",7.846666138154804,7.311351923703522,0,0,1,0,1,0,1,0,0,0,0,1
622,"('HEX1', 'PFK', 'GAPD', 'PGK')",6.22063450180102,5.920225902258109,0,0,1,0,1,0,0,1,1,0,0,0
623,"('HEX1', 'PFK', 'GAPD', 'PGM')",6.128601626962306,5.026425692106756,0,0,1,0,1,0,0,1,0,1,0,0
624,"('HEX1', 'PFK', 'GAPD', 'ENO')",6.128601626962306,7.17987894051418,0,0,1,0,1,0,0,1,0,0,1,0
625,"('HEX1', 'PFK', 'GAPD', 'PYK')",6.220634501801026,5.197545512733425,0,0,1,0,1,0,0,1,0,0,0,1
626,"('HEX1', 'PFK', 'PGK', 'PGM')",6.128601626962309,5.691303792210567,0,0,1,0,1,0,0,0,1,1,0,0
627,"('HEX1', 'PFK', 'PGK', 'ENO')",6.128601626962309,6.557496827690711,0,0,1,0,1,0,0,0,1,0,1,0
628,"('HEX1', 'PFK', 'PGK', 'PYK')",6.220634501801018,5.531386901673468,0,0,1,0,1,0,0,0,1,0,0,1
629,"('HEX1', 'PFK', 'PGM', 'ENO')",6.846287701370908,6.334597096177525,0,0,1,0,1,0,0,0,0,1,1,0
630,"('HEX1', 'PFK', 'PGM', 'PYK')",6.846287701370908,5.994331338978017,0,0,1,0,1,0,0,0,0,1,0,1
631,"('HEX1', 'PFK', 'ENO', 'PYK')",6.846287701370908,8.133551238101383,0,0,1,0,1,0,0,0,0,0,1,1
632,"('HEX1', 'FBA', 'TPI', 'GAPD')",0.0,0.8882710027162835,0,0,1,0,0,1,1,1,0,0,0,0
633,"('HEX1', 'FBA', 'TPI', 'PGK')",0.0,1.0217845197838187,0,0,1,0,0,1,1,0,1,0,0,0
634,"('HEX1', 'FBA', 'TPI', 'PGM')",6.844054154919337,7.232138545153816,0,0,1,0,0,1,1,0,0,1,0,0
635,"('HEX1', 'FBA', 'TPI', 'ENO')",6.844054154919337,8.154812072767415,0,0,1,0,0,1,1,0,0,0,1,0
636,"('HEX1', 'FBA', 'TPI', 'PYK')",7.846666138154759,8.48973775949378,0,0,1,0,0,1,1,0,0,0,0,1
637,"('HEX1', 'FBA', 'GAPD', 'PGK')",6.220634501801017,5.223785220596354,0,0,1,0,0,1,0,1,1,0,0,0
638,"('HEX1', 'FBA', 'GAPD', 'PGM')",6.128601626962312,6.294932420848732,0,0,1,0,0,1,0,1,0,1,0,0
639,"('HEX1', 'FBA', 'GAPD', 'ENO')",6.128601626962312,5.4289541754061155,0,0,1,0,0,1,0,1,0,0,1,0
640,"('HEX1', 'FBA', 'GAPD', 'PYK')",6.220634501801017,6.393735088857657,0,0,1,0,0,1,0,1,0,0,0,1
641,"('HEX1', 'FBA', 'PGK', 'PGM')",6.128601626962308,6.237911172909635,0,0,1,0,0,1,0,0,1,1,0,0
642,"('HEX1', 'FBA', 'PGK', 'ENO')",6.128601626962308,5.453737636813235,0,0,1,0,0,1,0,0,1,0,1,0
643,"('HEX1', 'FBA', 'PGK', 'PYK')",6.220634501801017,7.262035111008771,0,0,1,0,0,1,0,0,1,0,0,1
644,"('HEX1', 'FBA', 'PGM', 'ENO')",6.846287701370936,7.9370137966090635,0,0,1,0,0,1,0,0,0,1,1,0
645,"('HEX1', 'FBA', 'PGM', 'PYK')",6.846287701370936,7.504357188071045,0,0,1,0,0,1,0,0,0,1,0,1
646,"('HEX1', 'FBA', 'ENO', 'PYK')",6.846287701370936,6.823754690576162,0,0,1,0,0,1,0,0,0,0,1,1
647,"('HEX1', 'TPI', 'GAPD', 'PGK')",0.0,1.0163594270231215,0,0,1,0,0,0,1,1,1,0,0,0
648,"('HEX1', 'TPI', 'GAPD', 'PGM')",0.0,0.8737117794513991,0,0,1,0,0,0,1,1,0,1,0,0
649,"('HEX1', 'TPI', 'GAPD', 'ENO')",0.0,0.881371118004354,0,0,1,0,0,0,1,1,0,0,1,0
650,"('HEX1', 'TPI', 'GAPD', 'PYK')",0.0,0.8086516603349978,0,0,1,0,0,0,1,1,0,0,0,1
651,"('HEX1', 'TPI', 'PGK', 'PGM')",0.0,1.9038736287380196,0,0,1,0,0,0,1,0,1,1,0,0
652,"('HEX1', 'TPI', 'PGK', 'ENO')",0.0,0.30099066697858246,0,0,1,0,0,0,1,0,1,0,1,0
653,"('HEX1', 'TPI', 'PGK', 'PYK')",0.0,1.0995147705713841,0,0,1,0,0,0,1,0,1,0,0,1
654,"('HEX1', 'TPI', 'PGM', 'ENO')",6.844054154919334,5.74027560443697,0,0,1,0,0,0,1,0,0,1,1,0
655,"('HEX1', 'TPI', 'PGM', 'PYK')",6.844054154919334,6.053347261789305,0,0,1,0,0,0,1,0,0,1,0,1
656,"('HEX1', 'TPI', 'ENO', 'PYK')",6.844054154919334,6.662648996748207,0,0,1,0,0,0,1,0,0,0,1,1
657,"('HEX1', 'GAPD', 'PGK', 'PGM')",6.128601626962326,6.276181456950313,0,0,1,0,0,0,0,1,1,1,0,0
658,"('HEX1', 'GAPD', 'PGK', 'ENO')",6.128601626962326,6.415979204146793,0,0,1,0,0,0,0,1,1,0,1,0
659,"('HEX1', 'GAPD', 'PGK', 'PYK')",6.220634501801035,6.474293155507351,0,0,1,0,0,0,0,1,1,0,0,1
660,"('HEX1', 'GAPD', 'PGM', 'ENO')",6.128601626962326,5.745884488414376,0,0,1,0,0,0,0,1,0,1,1,0
661,"('HEX1', 'GAPD', 'PGM', 'PYK')",6.128601626962326,5.231637420660953,0,0,1,0,0,0,0,1,0,1,0,1
662,"('HEX1', 'GAPD', 'ENO', 'PYK')",6.128601626962326,7.2426485493684005,0,0,1,0,0,0,0,1,0,0,1,1
663,"('HEX1', 'PGK', 'PGM', 'ENO')",6.128601626962326,5.45755228566731,0,0,1,0,0,0,0,0,1,1,1,0
664,"('HEX1', 'PGK', 'PGM', 'PYK')",6.128601626962326,7.338457871155363,0,0,1,0,0,0,0,0,1,1,0,1
665,"('HEX1', 'PGK', 'ENO', 'PYK')",6.128601626962326,6.957284905027842,0,0,1,0,0,0,0,0,1,0,1,1
666,"('HEX1', 'PGM', 'ENO', 'PYK')",6.846287701370936,5.494540168196567,0,0,1,0,0,0,0,0,0,1,1,1
667,"('PGI', 'PFK', 'FBA', 'TPI')",7.846666138154723,6.551947870332654,0,0,0,1,1,1,1,0,0,0,0,0
668,"('PGI', 'PFK', 'FBA', 'GAPD')",6.220634501801036,6.10595884190797,0,0,0,1,1,1,0,1,0,0,0,0
669,"('PGI', 'PFK', 'FBA', 'PGK')",6.220634501801036,6.8936531369537155,0,0,0,1,1,1,0,0,1,0,0,0
670,"('PGI', 'PFK', 'FBA', 'PGM')",6.786087036370981,6.751013416869457,0,0,0,1,1,1,0,0,0,1,0,0
671,"('PGI', 'PFK', 'FBA', 'ENO')",6.786087036370981,6.205345953236299,0,0,0,1,1,1,0,0,0,0,1,0
672,"('PGI', 'PFK', 'FBA', 'PYK')",8.471787543676486,8.214086287218302,0,0,0,1,1,1,0,0,0,0,0,1
673,"('PGI', 'PFK', 'TPI', 'GAPD')",0.0,0.7874017427867754,0,0,0,1,1,0,1,1,0,0,0,0
674,"('PGI', 'PFK', 'TPI', 'PGK')",0.0,1.1240078298133294,0,0,0,1,1,0,1,0,1,0,0,0
675,"('PGI', 'PFK', 'TPI', 'PGM')",6.784411876532202,5.965260752077385,0,0,0,1,1,0,1,0,0,1,0,0
676,"('PGI', 'PFK', 'TPI', 'ENO')",6.784411876532202,6.4056012558007795,0,0,0,1,1,0,1,0,0,0,1,0
677,"('PGI', 'PFK', 'TPI', 'PYK')",7.84666613815471,8.680598948324027,0,0,0,1,1,0,1,0,0,0,0,1
678,"('PGI', 'PFK', 'GAPD', 'PGK')",6.220634501800993,5.659219705021009,0,0,0,1,1,0,0,1,1,0,0,0
679,"('PGI', 'PFK', 'GAPD', 'PGM')",6.128601626962279,6.915855768891501,0,0,0,1,1,0,0,1,0,1,0,0
680,"('PGI', 'PFK', 'GAPD', 'ENO')",6.128601626962279,5.241009982148531,0,0,0,1,1,0,0,1,0,0,1,0
681,"('PGI', 'PFK', 'GAPD', 'PYK')",6.220634501800997,6.698336406637036,0,0,0,1,1,0,0,1,0,0,0,1
682,"('PGI', 'PFK', 'PGK', 'PGM')",6.128601626962279,5.849168582173399,0,0,0,1,1,0,0,0,1,1,0,0
683,"('PGI', 'PFK', 'PGK', 'ENO')",6.128601626962279,6.8678891407446425,0,0,0,1,1,0,0,0,1,0,1,0
684,"('PGI', 'PFK', 'PGK', 'PYK')",6.220634501800995,6.89743829958483,0,0,0,1,1,0,0,0,1,0,0,1
685,"('PGI', 'PFK', 'PGM', 'ENO')",6.786087036370914,6.5425441571387255,0,0,0,1,1,0,0,0,0,1,1,0
686,"('PGI', 'PFK', 'PGM', 'PYK')",6.786087036370914,7.010614770502221,0,0,0,1,1,0,0,0,0,1,0,1
687,"('PGI', 'PFK', 'ENO', 'PYK')",6.786087036370914,5.654850488800481,0,0,0,1,1,0,0,0,0,0,1,1
688,"('PGI', 'FBA', 'TPI', 'GAPD')",0.0,1.758547189891782,0,0,0,1,0,1,1,1,0,0,0,0
689,"('PGI', 'FBA', 'TPI', 'PGK')",0.0,1.7465664015666118,0,0,0,1,0,1,1,0,1,0,0,0
690,"('PGI', 'FBA', 'TPI', 'PGM')",6.784411876532272,7.07259864529358,0,0,0,1,0,1,1,0,0,1,0,0
691,"('PGI', 'FBA', 'TPI', 'ENO')",6.784411876532272,6.944713883811286,0,0,0,1,0,1,1,0,0,0,1,0
692,"('PGI', 'FBA', 'TPI', 'PYK')",7.846666138154778,8.488679303529647,0,0,0,1,0,1,1,0,0,0,0,1
693,"('PGI', 'FBA', 'GAPD', 'PGK')",6.2206345018010785,5.064628948759885,0,0,0,1,0,1,0,1,1,0,0,0
694,"('PGI', 'FBA', 'GAPD', 'PGM')",6.128601626962374,5.025837375856568,0,0,0,1,0,1,0,1,0,1,0,0
695,"('PGI', 'FBA', 'GAPD', 'ENO')",6.128601626962374,7.1229768580147566,0,0,0,1,0,1,0,1,0,0,1,0
696,"('PGI', 'FBA', 'GAPD', 'PYK')",6.220634501801085,7.030810122331893,0,0,0,1,0,1,0,1,0,0,0,1
697,"('PGI', 'FBA', 'PGK', 'PGM')",6.128601626962372,5.160856476750323,0,0,0,1,0,1,0,0,1,1,0,0
698,"('PGI', 'FBA', 'PGK', 'ENO')",6.128601626962372,5.526923846390755,0,0,0,1,0,1,0,0,1,0,1,0
699,"('PGI', 'FBA', 'PGK', 'PYK')",6.220634501801072,5.475884185491026,0,0,0,1,0,1,0,0,1,0,0,1
700,"('PGI', 'FBA', 'PGM', 'ENO')",6.786087036370998,6.745216044869893,0,0,0,1,0,1,0,0,0,1,1,0
701,"('PGI', 'FBA', 'PGM', 'PYK')",6.786087036370998,6.488342149038495,0,0,0,1,0,1,0,0,0,1,0,1
702,"('PGI', 'FBA', 'ENO', 'PYK')",6.786087036370998,5.544477111349098,0,0,0,1,0,1,0,0,0,0,1,1
703,"('PGI', 'TPI', 'GAPD', 'PGK')",0.0,0.5174258142873904,0,0,0,1,0,0,1,1,1,0,0,0
704,"('PGI', 'TPI', 'GAPD', 'PGM')",0.0,1.2293346394720863,0,0,0,1,0,0,1,1,0,1,0,0
705,"('PGI', 'TPI', 'GAPD', 'ENO')",0.0,0.41496166569409154,0,0,0,1,0,0,1,1,0,0,1,0
706,"('PGI', 'TPI', 'GAPD', 'PYK')",0.0,1.7157054773692626,0,0,0,1,0,0,1,1,0,0,0,1
707,"('PGI', 'TPI', 'PGK', 'PGM')",0.0,0.5112128727137488,0,0,0,1,0,0,1,0,1,1,0,0
708,"('PGI', 'TPI', 'PGK', 'ENO')",0.0,1.4773912503684345,0,0,0,1,0,0,1,0,1,0,1,0
709,"('PGI', 'TPI', 'PGK', 'PYK')",0.0,1.8209372322398396,0,0,0,1,0,0,1,0,1,0,0,1
710,"('PGI', 'TPI', 'PGM', 'ENO')",6.784411876532202,7.762780262591956,0,0,0,1,0,0,1,0,0,1,1,0
711,"('PGI', 'TPI', 'PGM', 'PYK')",6.784411876532202,7.624318959024194,0,0,0,1,0,0,1,0,0,1,0,1
712,"('PGI', 'TPI', 'ENO', 'PYK')",6.784411876532202,6.538772129565124,0,0,0,1,0,0,1,0,0,0,1,1
713,"('PGI', 'GAPD', 'PGK', 'PGM')",6.128601626962376,6.572809769760085,0,0,0,1,0,0,0,1,1,1,0,0
714,"('PGI', 'GAPD', 'PGK', 'ENO')",6.128601626962376,5.257784511924686,0,0,0,1,0,0,0,1,1,0,1,0
715,"('PGI', 'GAPD', 'PGK', 'PYK')",6.22063450180109,6.112657228229681,0,0,0,1,0,0,0,1,1,0,0,1
716,"('PGI', 'GAPD', 'PGM', 'ENO')",6.128601626962377,6.325207092330958,0,0,0,1,0,0,0,1,0,1,1,0
717,"('PGI', 'GAPD', 'PGM', 'PYK')",6.128601626962377,6.45064737471874,0,0,0,1,0,0,0,1,0,1,0,1
718,"('PGI', 'GAPD', 'ENO', 'PYK')",6.128601626962377,6.587279988571554,0,0,0,1,0,0,0,1,0,0,1,1
719,"('PGI', 'PGK', 'PGM', 'ENO')",6.128601626962376,5.599884605341384,0,0,0,1,0,0,0,0,1,1,1,0
720,"('PGI', 'PGK', 'PGM', 'PYK')",6.128601626962376,6.180907749347266,0,0,0,1,0,0,0,0,1,1,0,1
721,"('PGI', 'PGK', 'ENO', 'PYK')",6.128601626962376,6.883133107120478,0,0,0,1,0,0,0,0,1,0,1,1
722,"('PGI', 'PGM', 'ENO', 'PYK')",6.786087036370996,6.043682764775085,0,0,0,1,0,0,0,0,0,1,1,1
723,"('PFK', 'FBA', 'TPI', 'GAPD')",0.0,0.24275046997617133,0,0,0,0,1,1,1,1,0,0,0,0
724,"('PFK', 'FBA', 'TPI', 'PGK')",0.0,1.8229706045514977,0,0,0,0,1,1,1,0,1,0,0,0
725,"('PFK', 'FBA', 'TPI', 'PGM')",6.844054154919327,7.531123173232301,0,0,0,0,1,1,1,0,0,1,0,0
726,"('PFK', 'FBA', 'TPI', 'ENO')",6.844054154919327,7.9398860117975785,0,0,0,0,1,1,1,0,0,0,1,0
727,"('PFK', 'FBA', 'TPI', 'PYK')",7.846666138154742,8.41322867668274,0,0,0,0,1,1,1,0,0,0,0,1
728,"('PFK', 'FBA', 'GAPD', 'PGK')",6.220634501801106,6.402626166542018,0,0,0,0,1,1,0,1,1,0,0,0
729,"('PFK', 'FBA', 'GAPD', 'PGM')",6.128601626962395,4.955799925966527,0,0,0,0,1,1,0,1,0,1,0,0
730,"('PFK', 'FBA', 'GAPD', 'ENO')",6.128601626962395,7.309217025167997,0,0,0,0,1,1,0,1,0,0,1,0
731,"('PFK', 'FBA', 'GAPD', 'PYK')",6.220634501801106,6.475652971526613,0,0,0,0,1,1,0,1,0,0,0,1
732,"('PFK', 'FBA', 'PGK', 'PGM')",6.128601626962395,5.930009760564262,0,0,0,0,1,1,0,0,1,1,0,0
733,"('PFK', 'FBA', 'PGK', 'ENO')",6.128601626962395,5.341005764796836,0,0,0,0,1,1,0,0,1,0,1,0
734,"('PFK', 'FBA', 'PGK', 'PYK')",6.220634501801106,6.147429828057832,0,0,0,0,1,1,0,0,1,0,0,1
735,"('PFK', 'FBA', 'PGM', 'ENO')",6.846287701370972,7.403242045071943,0,0,0,0,1,1,0,0,0,1,1,0
736,"('PFK', 'FBA', 'PGM', 'PYK')",6.846287701370972,6.151335811275402,0,0,0,0,1,1,0,0,0,1,0,1
737,"('PFK', 'FBA', 'ENO', 'PYK')",6.846287701370972,6.142531855619241,0,0,0,0,1,1,0,0,0,0,1,1
738,"('PFK', 'TPI', 'GAPD', 'PGK')",0.0,0.7321687678005531,0,0,0,0,1,0,1,1,1,0,0,0
739,"('PFK', 'TPI', 'GAPD', 'PGM')",0.0,0.34844644405309766,0,0,0,0,1,0,1,1,0,1,0,0
740,"('PFK', 'TPI', 'GAPD', 'ENO')",0.0,0.29823104094766206,0,0,0,0,1,0,1,1,0,0,1,0
741,"('PFK', 'TPI', 'GAPD', 'PYK')",0.0,1.4933858744652757,0,0,0,0,1,0,1,1,0,0,0,1
742,"('PFK', 'TPI', 'PGK', 'PGM')",0.0,0.46247537070118505,0,0,0,0,1,0,1,0,1,1,0,0
743,"('PFK', 'TPI', 'PGK', 'ENO')",0.0,1.838286360680375,0,0,0,0,1,0,1,0,1,0,1,0
744,"('PFK', 'TPI', 'PGK', 'PYK')",0.0,1.1898578465781973,0,0,0,0,1,0,1,0,1,0,0,1
745,"('PFK', 'TPI', 'PGM', 'ENO')",6.844054154919446,6.57234661807189,0,0,0,0,1,0,1,0,0,1,1,0
746,"('PFK', 'TPI', 'PGM', 'PYK')",6.844054154919446,7.562729770455898,0,0,0,0,1,0,1,0,0,1,0,1
747,"('PFK', 'TPI', 'ENO', 'PYK')",6.844054154919446,8.050706804351229,0,0,0,0,1,0,1,0,0,0,1,1
748,"('PFK', 'GAPD', 'PGK', 'PGM')",6.128601626962469,5.815242855794515,0,0,0,0,1,0,0,1,1,1,0,0
749,"('PFK', 'GAPD', 'PGK', 'ENO')",6.128601626962469,4.950938363886108,0,0,0,0,1,0,0,1,1,0,1,0
750,"('PFK', 'GAPD', 'PGK', 'PYK')",6.220634501801183,5.5287142162487015,0,0,0,0,1,0,0,1,1,0,0,1
751,"('PFK', 'GAPD', 'PGM', 'ENO')",6.1286016269624755,5.048409390517891,0,0,0,0,1,0,0,1,0,1,1,0
752,"('PFK', 'GAPD', 'PGM', 'PYK')",6.1286016269624755,6.866679676663714,0,0,0,0,1,0,0,1,0,1,0,1
753,"('PFK', 'GAPD', 'ENO', 'PYK')",6.1286016269624755,6.279952934376361,0,0,0,0,1,0,0,1,0,0,1,1
754,"('PFK', 'PGK', 'PGM', 'ENO')",6.128601626962475,5.804127255997733,0,0,0,0,1,0,0,0,1,1,1,0
755,"('PFK', 'PGK', 'PGM', 'PYK')",6.128601626962475,6.618588747025904,0,0,0,0,1,0,0,0,1,1,0,1
756,"('PFK', 'PGK', 'ENO', 'PYK')",6.128601626962475,6.005730060635145,0,0,0,0,1,0,0,0,1,0,1,1
757,"('PFK', 'PGM', 'ENO', 'PYK')",6.84628770137106,6.646585934377715,0,0,0,0,1,0,0,0,0,1,1,1
758,"('FBA', 'TPI', 'GAPD', 'PGK')",0.0,1.7104151344931564,0,0,0,0,0,1,1,1,1,0,0,0
759,"('FBA', 'TPI', 'GAPD', 'PGM')",0.0,1.6471502072727124,0,0,0,0,0,1,1,1,0,1,0,0
760,"('FBA', 'TPI', 'GAPD', 'ENO')",0.0,1.1361410038869892,0,0,0,0,0,1,1,1,0,0,1,0
761,"('FBA', 'TPI', 'GAPD', 'PYK')",0.0,1.6488360492373009,0,0,0,0,0,1,1,1,0,0,0,1
762,"('FBA', 'TPI', 'PGK', 'PGM')",0.0,0.38645988873957315,0,0,0,0,0,1,1,0,1,1,0,0
763,"('FBA', 'TPI', 'PGK', 'ENO')",0.0,0.27495817022254365,0,0,0,0,0,1,1,0,1,0,1,0
764,"('FBA', 'TPI', 'PGK', 'PYK')",0.0,1.247730748093834,0,0,0,0,0,1,1,0,1,0,0,1
765,"('FBA', 'TPI', 'PGM', 'ENO')",6.844054154919324,6.618373924463975,0,0,0,0,0,1,1,0,0,1,1,0
766,"('FBA', 'TPI', 'PGM', 'PYK')",6.844054154919324,5.902169274090987,0,0,0,0,0,1,1,0,0,1,0,1
767,"('FBA', 'TPI', 'ENO', 'PYK')",6.844054154919324,8.192561665518255,0,0,0,0,0,1,1,0,0,0,1,1
768,"('FBA', 'GAPD', 'PGK', 'PGM')",6.12860162696233,5.8500570663598825,0,0,0,0,0,1,0,1,1,1,0,0
769,"('FBA', 'GAPD', 'PGK', 'ENO')",6.12860162696233,7.335243438314824,0,0,0,0,0,1,0,1,1,0,1,0
770,"('FBA', 'GAPD', 'PGK', 'PYK')",6.220634501801042,5.728293968664615,0,0,0,0,0,1,0,1,1,0,0,1
771,"('FBA', 'GAPD', 'PGM', 'ENO')",6.12860162696233,4.9271439280149645,0,0,0,0,0,1,0,1,0,1,1,0
772,"('FBA', 'GAPD', 'PGM', 'PYK')",6.12860162696233,7.0084218692511335,0,0,0,0,0,1,0,1,0,1,0,1
773,"('FBA', 'GAPD', 'ENO', 'PYK')",6.12860162696233,6.05459690141847,0,0,0,0,0,1,0,1,0,0,1,1
774,"('FBA', 'PGK', 'PGM', 'ENO')",6.12860162696233,7.3534773681515135,0,0,0,0,0,1,0,0,1,1,1,0
775,"('FBA', 'PGK', 'PGM', 'PYK')",6.12860162696233,5.434076920049837,0,0,0,0,0,1,0,0,1,1,0,1
776,"('FBA', 'PGK', 'ENO', 'PYK')",6.12860162696233,5.979331196694913,0,0,0,0,0,1,0,0,1,0,1,1
777,"('FBA', 'PGM', 'ENO', 'PYK')",6.846287701370925,6.623298288328446,0,0,0,0,0,1,0,0,0,1,1,1
778,"('TPI', 'GAPD', 'PGK', 'PGM')",0.0,0.18088968091284285,0,0,0,0,0,0,1,1,1,1,0,0
779,"('TPI', 'GAPD', 'PGK', 'ENO')",0.0,0.09312015964017095,0,0,0,0,0,0,1,1,1,0,1,0
780,"('TPI', 'GAPD', 'PGK', 'PYK')",0.0,0.5139439584210985,0,0,0,0,0,0,1,1,1,0,0,1
781,"('TPI', 'GAPD', 'PGM', 'ENO')",0.0,1.8323798380683454,0,0,0,0,0,0,1,1,0,1,1,0
782,"('TPI', 'GAPD', 'PGM', 'PYK')",0.0,1.9036196543220087,0,0,0,0,0,0,1,1,0,1,0,1
783,"('TPI', 'GAPD', 'ENO', 'PYK')",0.0,0.3143452947238863,0,0,0,0,0,0,1,1,0,0,1,1
784,"('TPI', 'PGK', 'PGM', 'ENO')",0.0,1.3518942691070073,0,0,0,0,0,0,1,0,1,1,1,0
785,"('TPI', 'PGK', 'PGM', 'PYK')",0.0,1.668497380098754,0,0,0,0,0,0,1,0,1,1,0,1
786,"('TPI', 'PGK', 'ENO', 'PYK')",0.0,1.897551662232838,0,0,0,0,0,0,1,0,1,0,1,1
787,"('TPI', 'PGM', 'ENO', 'PYK')",6.844054154919306,7.8428405373305505,0,0,0,0,0,0,1,0,0,1,1,1
788,"('GAPD', 'PGK', 'PGM', 'ENO')",6.128601626962342,5.793605192848197,0,0,0,0,0,0,0,1,1,1,1,0
789,"('GAPD', 'PGK', 'PGM', 'PYK')",6.128601626962342,5.0676085185624995,0,0,0,0,0,0,0,1,1,1,0,1
790,"('GAPD', 'PGK', 'ENO', 'PYK')",6.128601626962342,6.260447537734704,0,0,0,0,0,0,0,1,1,0,1,1
791,"('GAPD', 'PGM', 'ENO', 'PYK')",6.128601626962342,5.875590233881824,0,0,0,0,0,0,0,1,0,1,1,1
792,"('PGK', 'PGM', 'ENO', 'PYK')",6.128601626962342,5.354056774972305,0,0,0,0,0,0,0,0,1,1,1,1
793,"('GLCabcpp', 'GLCptspp', 'HEX1', 'PGI', 'PFK')",8.419186303095218,7.199843567411544,1,1,1,1,1,0,0,0,0,0,0,0
794,"('GLCabcpp', 'GLCptspp', 'HEX1', 'PGI', 'FBA')",8.419186303095218,9.972476018638575,1,1,1,1,0,1,0,0,0,0,0,0
795,"('GLCabcpp', 'GLCptspp', 'HEX1', 'PGI', 'TPI')",7.3738889555747,6.235890114353748,1,1,1,1,0,0,1,0,0,0,0,0
796,"('GLCabcpp', 'GLCptspp', 'HEX1', 'PGI', 'GAPD')",5.718426000080633,6.255551667114974,1,1,1,1,0,0,0,1,0,0,0,0
797,"('GLCabcpp', 'GLCptspp', 'HEX1', 'PGI', 'PGK')",5.718426000080633,5.65462019002558,1,1,1,1,0,0,0,0,1,0,0,0
798,"('GLCabcpp', 'GLCptspp', 'HEX1', 'PGI', 'PGM')",6.151245557016116,6.440420970741399,1,1,1,1,0,0,0,0,0,1,0,0
799,"('GLCabcpp', 'GLCptspp', 'HEX1', 'PGI', 'ENO')",6.151245557016116,5.769052755750159,1,1,1,1,0,0,0,0,0,0,1,0
800,"('GLCabcpp', 'GLCptspp', 'HEX1', 'PGI', 'PYK')",8.41918630309522,8.569232695801626,1,1,1,1,0,0,0,0,0,0,0,1
801,"('GLCabcpp', 'GLCptspp', 'HEX1', 'PFK', 'FBA')",8.451703433636352,7.271756112660746,1,1,1,0,1,1,0,0,0,0,0,0
802,"('GLCabcpp', 'GLCptspp', 'HEX1', 'PFK', 'TPI')",7.781409504320958,7.863189761454086,1,1,1,0,1,0,1,0,0,0,0,0
803,"('GLCabcpp', 'GLCptspp', 'HEX1', 'PFK', 'GAPD')",6.220634501801071,7.117641833987496,1,1,1,0,1,0,0,1,0,0,0,0
