Comb,growthRate,minProd,maxProd,combList,ACALD,ALCD2x,GLCabcpp,GND,HEX1,LDH_D,PFL,PFK,PYK,TKT2
"GLCabcpp, GND, LDH_D, PYK, TKT2",,0.0,0.0,"['GLCabcpp', 'GND', 'LDH_D', 'PYK', 'TKT2']",0,0,1,1,0,1,0,0,1,1
"GLCabcpp, GND, PFL, PFK, PYK",0.189214056432044,0.0627176292963007,0.0627477817137149,"['GLCabcpp', 'GND', 'PFL', 'PFK', 'PYK']",0,0,1,1,0,0,1,1,1,0
"GLCabcpp, GND, PFL, PFK, TKT2",,0.0,0.0,"['GLCabcpp', 'GND', 'PFL', 'PFK', 'TKT2']",0,0,1,1,0,0,1,1,0,1
"GLCabcpp, GND, PFL, PYK, TKT2",,0.0,0.0,"['GLCabcpp', 'GND', 'PFL', 'PYK', 'TKT2']",0,0,1,1,0,0,1,0,1,1
"GLCabcpp, GND, PFK, PYK, TKT2",,0.0,0.0,"['GLCabcpp', 'GND', 'PFK', 'PYK', 'TKT2']",0,0,1,1,0,0,0,1,1,1
"GLCabcpp, HEX1, LDH_D, PFL, PFK",0.189214056431823,0.0627176292963007,0.0627477817040128,"['GLCabcpp', 'HEX1', 'LDH_D', 'PFL', 'PFK']",0,0,1,0,1,1,1,1,0,0
"GLCabcpp, HEX1, LDH_D, PFL, PYK",0.189214056431982,0.0627176292962678,0.0627477818106621,"['GLCabcpp', 'HEX1', 'LDH_D', 'PFL', 'PYK']",0,0,1,0,1,1,1,0,1,0
"GLCabcpp, HEX1, LDH_D, PFL, TKT2",0.183109211168281,0.0606941078691021,1.41479565541562,"['GLCabcpp', 'HEX1', 'LDH_D', 'PFL', 'TKT2']",0,0,1,0,1,1,1,0,0,1
"GLCabcpp, HEX1, LDH_D, PFK, PYK",0.241501557097021,0.0800490531962113,0.0800559410599233,"['GLCabcpp', 'HEX1', 'LDH_D', 'PFK', 'PYK']",0,0,1,0,1,1,0,1,1,0
"GLCabcpp, HEX1, LDH_D, PFK, TKT2",0.239585570581827,0.0794139681722868,0.0794225508498363,"['GLCabcpp', 'HEX1', 'LDH_D', 'PFK', 'TKT2']",0,0,1,0,1,1,0,1,0,1
"GLCabcpp, HEX1, LDH_D, PYK, TKT2",0.239585570581873,0.0794139681722868,0.0794225508463623,"['GLCabcpp', 'HEX1', 'LDH_D', 'PYK', 'TKT2']",0,0,1,0,1,1,0,0,1,1
"GLCabcpp, HEX1, PFL, PFK, PYK",0.189214056431652,0.0627176292963007,0.0627477817119944,"['GLCabcpp', 'HEX1', 'PFL', 'PFK', 'PYK']",0,0,1,0,1,0,1,1,1,0
"GLCabcpp, HEX1, PFL, PFK, TKT2",0.183109211167935,0.0606941078690817,1.41479565542049,"['GLCabcpp', 'HEX1', 'PFL', 'PFK', 'TKT2']",0,0,1,0,1,0,1,1,0,1
"GLCabcpp, HEX1, PFL, PYK, TKT2",0.183109211168099,0.0606941078690164,1.41479565543465,"['GLCabcpp', 'HEX1', 'PFL', 'PYK', 'TKT2']",0,0,1,0,1,0,1,0,1,1
"GLCabcpp, HEX1, PFK, PYK, TKT2",0.239585570581879,0.0794139681723242,0.0794225508553881,"['GLCabcpp', 'HEX1', 'PFK', 'PYK', 'TKT2']",0,0,1,0,1,0,0,1,1,1
"GLCabcpp, LDH_D, PFL, PFK, PYK",0.189214056431821,0.0627176292962078,0.0627477816446927,"['GLCabcpp', 'LDH_D', 'PFL', 'PFK', 'PYK']",0,0,1,0,0,1,1,1,1,0
"GLCabcpp, LDH_D, PFL, PFK, TKT2",0.183109211168207,0.0606941078691023,1.41479565544516,"['GLCabcpp', 'LDH_D', 'PFL', 'PFK', 'TKT2']",0,0,1,0,0,1,1,1,0,1
"GLCabcpp, LDH_D, PFL, PYK, TKT2",0.183109211168177,0.060694107869037,1.41479565543117,"['GLCabcpp', 'LDH_D', 'PFL', 'PYK', 'TKT2']",0,0,1,0,0,1,1,0,1,1
"GLCabcpp, LDH_D, PFK, PYK, TKT2",0.239585570581631,0.0794139681722868,0.0794225508383857,"['GLCabcpp', 'LDH_D', 'PFK', 'PYK', 'TKT2']",0,0,1,0,0,1,0,1,1,1
"GLCabcpp, PFL, PFK, PYK, TKT2",0.183109211167899,0.0606941078690549,1.41479565548279,"['GLCabcpp', 'PFL', 'PFK', 'PYK', 'TKT2']",0,0,1,0,0,0,1,1,1,1
"GND, HEX1, LDH_D, PFL, PFK",0.189214056431789,0.062717629296256,0.0627477816214272,"['GND', 'HEX1', 'LDH_D', 'PFL', 'PFK']",0,0,0,1,1,1,1,1,0,0
"GND, HEX1, LDH_D, PFL, PYK",0.189214056431553,0.0627176292962555,0.0627477816144168,"['GND', 'HEX1', 'LDH_D', 'PFL', 'PYK']",0,0,0,1,1,1,1,0,1,0
"GND, HEX1, LDH_D, PFL, TKT2",,0.0,0.0,"['GND', 'HEX1', 'LDH_D', 'PFL', 'TKT2']",0,0,0,1,1,1,1,0,0,1
"GND, HEX1, LDH_D, PFK, PYK",0.241501557097246,0.08004905319626,0.0800559410461023,"['GND', 'HEX1', 'LDH_D', 'PFK', 'PYK']",0,0,0,1,1,1,0,1,1,0
"GND, HEX1, LDH_D, PFK, TKT2",,0.0,0.0,"['GND', 'HEX1', 'LDH_D', 'PFK', 'TKT2']",0,0,0,1,1,1,0,1,0,1
"GND, HEX1, LDH_D, PYK, TKT2",,0.0,0.0,"['GND', 'HEX1', 'LDH_D', 'PYK', 'TKT2']",0,0,0,1,1,1,0,0,1,1
"GND, HEX1, PFL, PFK, PYK",0.189214056431491,0.0627176292961301,0.0627477816449886,"['GND', 'HEX1', 'PFL', 'PFK', 'PYK']",0,0,0,1,1,0,1,1,1,0
"GND, HEX1, PFL, PFK, TKT2",,0.0,0.0,"['GND', 'HEX1', 'PFL', 'PFK', 'TKT2']",0,0,0,1,1,0,1,1,0,1
"GND, HEX1, PFL, PYK, TKT2",,0.0,0.0,"['GND', 'HEX1', 'PFL', 'PYK', 'TKT2']",0,0,0,1,1,0,1,0,1,1
"GND, HEX1, PFK, PYK, TKT2",,0.0,0.0,"['GND', 'HEX1', 'PFK', 'PYK', 'TKT2']",0,0,0,1,1,0,0,1,1,1
"GND, LDH_D, PFL, PFK, PYK",0.189214056431802,0.0627176292962876,0.0627477816739469,"['GND', 'LDH_D', 'PFL', 'PFK', 'PYK']",0,0,0,1,0,1,1,1,1,0
"GND, LDH_D, PFL, PFK, TKT2",,0.0,0.0,"['GND', 'LDH_D', 'PFL', 'PFK', 'TKT2']",0,0,0,1,0,1,1,1,0,1
"GND, LDH_D, PFL, PYK, TKT2",,0.0,0.0,"['GND', 'LDH_D', 'PFL', 'PYK', 'TKT2']",0,0,0,1,0,1,1,0,1,1
"GND, LDH_D, PFK, PYK, TKT2",,0.0,0.0,"['GND', 'LDH_D', 'PFK', 'PYK', 'TKT2']",0,0,0,1,0,1,0,1,1,1
"GND, PFL, PFK, PYK, TKT2",,0.0,0.0,"['GND', 'PFL', 'PFK', 'PYK', 'TKT2']",0,0,0,1,0,0,1,1,1,1
"HEX1, LDH_D, PFL, PFK, PYK",0.189214056432045,0.0627176292962826,0.0627477817548842,"['HEX1', 'LDH_D', 'PFL', 'PFK', 'PYK']",0,0,0,0,1,1,1,1,1,0
"HEX1, LDH_D, PFL, PFK, TKT2",0.18310921116832,0.0606941078690713,1.41479565548649,"['HEX1', 'LDH_D', 'PFL', 'PFK', 'TKT2']",0,0,0,0,1,1,1,1,0,1
"HEX1, LDH_D, PFL, PYK, TKT2",0.18310921116832,0.060694107869089,1.41479565546301,"['HEX1', 'LDH_D', 'PFL', 'PYK', 'TKT2']",0,0,0,0,1,1,1,0,1,1
"HEX1, LDH_D, PFK, PYK, TKT2",0.239585570581596,0.079413968172244,0.0794225508595718,"['HEX1', 'LDH_D', 'PFK', 'PYK', 'TKT2']",0,0,0,0,1,1,0,1,1,1
"HEX1, PFL, PFK, PYK, TKT2",0.183109211168382,0.0606941078690226,1.4147956554715,"['HEX1', 'PFL', 'PFK', 'PYK', 'TKT2']",0,0,0,0,1,0,1,1,1,1
"LDH_D, PFL, PFK, PYK, TKT2",0.183109211168406,0.0606941078691471,1.41479565544415,"['LDH_D', 'PFL', 'PFK', 'PYK', 'TKT2']",0,0,0,0,0,1,1,1,1,1
"ACALD, ALCD2x, GLCabcpp, GND, HEX1, LDH_D",0.194807480315316,0.0645716400338285,0.0645994277348772,"['ACALD', 'ALCD2x', 'GLCabcpp', 'GND', 'HEX1', 'LDH_D']",1,1,1,1,1,1,0,0,0,0
"ACALD, ALCD2x, GLCabcpp, GND, HEX1, PFL",0.187835287643191,0.0622606067330466,0.79897349882188,"['ACALD', 'ALCD2x', 'GLCabcpp', 'GND', 'HEX1', 'PFL']",1,1,1,1,1,0,1,0,0,0
"ACALD, ALCD2x, GLCabcpp, GND, HEX1, PFK",0.194807480315492,0.0645716400339284,0.0645994276900235,"['ACALD', 'ALCD2x', 'GLCabcpp', 'GND', 'HEX1', 'PFK']",1,1,1,1,1,0,0,1,0,0
"ACALD, ALCD2x, GLCabcpp, GND, HEX1, PYK",0.194807480315332,0.064571640033831,0.0645994277492263,"['ACALD', 'ALCD2x', 'GLCabcpp', 'GND', 'HEX1', 'PYK']",1,1,1,1,1,0,0,0,1,0
"ACALD, ALCD2x, GLCabcpp, GND, HEX1, TKT2",,0.0,0.0,"['ACALD', 'ALCD2x', 'GLCabcpp', 'GND', 'HEX1', 'TKT2']",1,1,1,1,1,0,0,0,0,1
"ACALD, ALCD2x, GLCabcpp, GND, LDH_D, PFL",,0.0,0.0,"['ACALD', 'ALCD2x', 'GLCabcpp', 'GND', 'LDH_D', 'PFL']",1,1,1,1,0,1,1,0,0,0
"ACALD, ALCD2x, GLCabcpp, GND, LDH_D, PFK",0.194807480315036,0.0645716400338519,0.0645994277446874,"['ACALD', 'ALCD2x', 'GLCabcpp', 'GND', 'LDH_D', 'PFK']",1,1,1,1,0,1,0,1,0,0
"ACALD, ALCD2x, GLCabcpp, GND, LDH_D, PYK",0.194807480315393,0.0645716400339117,0.0645994276842218,"['ACALD', 'ALCD2x', 'GLCabcpp', 'GND', 'LDH_D', 'PYK']",1,1,1,1,0,1,0,0,1,0
"ACALD, ALCD2x, GLCabcpp, GND, LDH_D, TKT2",,0.0,0.0,"['ACALD', 'ALCD2x', 'GLCabcpp', 'GND', 'LDH_D', 'TKT2']",1,1,1,1,0,1,0,0,0,1
"ACALD, ALCD2x, GLCabcpp, GND, PFL, PFK",0.187835287643272,0.0622606067331094,0.798973498884039,"['ACALD', 'ALCD2x', 'GLCabcpp', 'GND', 'PFL', 'PFK']",1,1,1,1,0,0,1,1,0,0
"ACALD, ALCD2x, GLCabcpp, GND, PFL, PYK",0.18783528764297,0.0622606067329937,0.798973498784633,"['ACALD', 'ALCD2x', 'GLCabcpp', 'GND', 'PFL', 'PYK']",1,1,1,1,0,0,1,0,1,0
"ACALD, ALCD2x, GLCabcpp, GND, PFL, TKT2",,0.0,0.0,"['ACALD', 'ALCD2x', 'GLCabcpp', 'GND', 'PFL', 'TKT2']",1,1,1,1,0,0,1,0,0,1
"ACALD, ALCD2x, GLCabcpp, GND, PFK, PYK",0.194807480315497,0.0645716400339366,0.0645994276949849,"['ACALD', 'ALCD2x', 'GLCabcpp', 'GND', 'PFK', 'PYK']",1,1,1,1,0,0,0,1,1,0
"ACALD, ALCD2x, GLCabcpp, GND, PFK, TKT2",,0.0,0.0,"['ACALD', 'ALCD2x', 'GLCabcpp', 'GND', 'PFK', 'TKT2']",1,1,1,1,0,0,0,1,0,1
"ACALD, ALCD2x, GLCabcpp, GND, PYK, TKT2",,0.0,0.0,"['ACALD', 'ALCD2x', 'GLCabcpp', 'GND', 'PYK', 'TKT2']",1,1,1,1,0,0,0,0,1,1
"ACALD, ALCD2x, GLCabcpp, HEX1, LDH_D, PFL",,0.0,0.0,"['ACALD', 'ALCD2x', 'GLCabcpp', 'HEX1', 'LDH_D', 'PFL']",1,1,1,0,1,1,1,0,0,0
"ACALD, ALCD2x, GLCabcpp, HEX1, LDH_D, PFK",0.194807480315723,0.0645716400338542,0.0645994277142197,"['ACALD', 'ALCD2x', 'GLCabcpp', 'HEX1', 'LDH_D', 'PFK']",1,1,1,0,1,1,0,1,0,0
"ACALD, ALCD2x, GLCabcpp, HEX1, LDH_D, PYK",0.194807480315393,0.0645716400338881,0.0645994277383386,"['ACALD', 'ALCD2x', 'GLCabcpp', 'HEX1', 'LDH_D', 'PYK']",1,1,1,0,1,1,0,0,1,0
"ACALD, ALCD2x, GLCabcpp, HEX1, LDH_D, TKT2",0.191601956884372,0.0635091321819192,0.0635291425134554,"['ACALD', 'ALCD2x', 'GLCabcpp', 'HEX1', 'LDH_D', 'TKT2']",1,1,1,0,1,1,0,0,0,1
"ACALD, ALCD2x, GLCabcpp, HEX1, PFL, PFK",0.187835287642857,0.0622606067330837,0.798973498739352,"['ACALD', 'ALCD2x', 'GLCabcpp', 'HEX1', 'PFL', 'PFK']",1,1,1,0,1,0,1,1,0,0
"ACALD, ALCD2x, GLCabcpp, HEX1, PFL, PYK",0.187835287643023,0.0622606067331094,0.79897349880402,"['ACALD', 'ALCD2x', 'GLCabcpp', 'HEX1', 'PFL', 'PYK']",1,1,1,0,1,0,1,0,1,0
"ACALD, ALCD2x, GLCabcpp, HEX1, PFL, TKT2",0.183109211168205,0.0606941078691201,1.41479565544827,"['ACALD', 'ALCD2x', 'GLCabcpp', 'HEX1', 'PFL', 'TKT2']",1,1,1,0,1,0,1,0,0,1
"ACALD, ALCD2x, GLCabcpp, HEX1, PFK, PYK",0.194807480315568,0.0645716400338662,0.0645994277833044,"['ACALD', 'ALCD2x', 'GLCabcpp', 'HEX1', 'PFK', 'PYK']",1,1,1,0,1,0,0,1,1,0
"ACALD, ALCD2x, GLCabcpp, HEX1, PFK, TKT2",0.191601956884257,0.0635091321820046,0.0635291424129134,"['ACALD', 'ALCD2x', 'GLCabcpp', 'HEX1', 'PFK', 'TKT2']",1,1,1,0,1,0,0,1,0,1
"ACALD, ALCD2x, GLCabcpp, HEX1, PYK, TKT2",0.191601956884226,0.0635091321819301,0.0635291424857516,"['ACALD', 'ALCD2x', 'GLCabcpp', 'HEX1', 'PYK', 'TKT2']",1,1,1,0,1,0,0,0,1,1
"ACALD, ALCD2x, GLCabcpp, LDH_D, PFL, PFK",,0.0,0.0,"['ACALD', 'ALCD2x', 'GLCabcpp', 'LDH_D', 'PFL', 'PFK']",1,1,1,0,0,1,1,1,0,0
"ACALD, ALCD2x, GLCabcpp, LDH_D, PFL, PYK",,0.0,0.0,"['ACALD', 'ALCD2x', 'GLCabcpp', 'LDH_D', 'PFL', 'PYK']",1,1,1,0,0,1,1,0,1,0
"ACALD, ALCD2x, GLCabcpp, LDH_D, PFL, TKT2",,0.0,0.0,"['ACALD', 'ALCD2x', 'GLCabcpp', 'LDH_D', 'PFL', 'TKT2']",1,1,1,0,0,1,1,0,0,1
"ACALD, ALCD2x, GLCabcpp, LDH_D, PFK, PYK",0.194807480315155,0.0645716400338757,0.0645994278400984,"['ACALD', 'ALCD2x', 'GLCabcpp', 'LDH_D', 'PFK', 'PYK']",1,1,1,0,0,1,0,1,1,0
"ACALD, ALCD2x, GLCabcpp, LDH_D, PFK, TKT2",0.191601956884155,0.0635091321819352,0.0635291424253417,"['ACALD', 'ALCD2x', 'GLCabcpp', 'LDH_D', 'PFK', 'TKT2']",1,1,1,0,0,1,0,1,0,1
"ACALD, ALCD2x, GLCabcpp, LDH_D, PYK, TKT2",0.191601956884547,0.0635091321818799,0.0635291424066133,"['ACALD', 'ALCD2x', 'GLCabcpp', 'LDH_D', 'PYK', 'TKT2']",1,1,1,0,0,1,0,0,1,1
"ACALD, ALCD2x, GLCabcpp, PFL, PFK, PYK",0.187835287643351,0.0622606067331094,0.798973498806857,"['ACALD', 'ALCD2x', 'GLCabcpp', 'PFL', 'PFK', 'PYK']",1,1,1,0,0,0,1,1,1,0
"ACALD, ALCD2x, GLCabcpp, PFL, PFK, TKT2",0.183109211168417,0.0606941078690817,1.41479565543482,"['ACALD', 'ALCD2x', 'GLCabcpp', 'PFL', 'PFK', 'TKT2']",1,1,1,0,0,0,1,1,0,1
"ACALD, ALCD2x, GLCabcpp, PFL, PYK, TKT2",0.183109211168367,0.060694107869031,1.4147956554325,"['ACALD', 'ALCD2x', 'GLCabcpp', 'PFL', 'PYK', 'TKT2']",1,1,1,0,0,0,1,0,1,1
"ACALD, ALCD2x, GLCabcpp, PFK, PYK, TKT2",0.191601956884094,0.0635091321818852,0.0635291425243396,"['ACALD', 'ALCD2x', 'GLCabcpp', 'PFK', 'PYK', 'TKT2']",1,1,1,0,0,0,0,1,1,1
"ACALD, ALCD2x, GND, HEX1, LDH_D, PFL",,0.0,0.0,"['ACALD', 'ALCD2x', 'GND', 'HEX1', 'LDH_D', 'PFL']",1,1,0,1,1,1,1,0,0,0
"ACALD, ALCD2x, GND, HEX1, LDH_D, PFK",0.194807480315574,0.0645716400340221,0.0645994278024924,"['ACALD', 'ALCD2x', 'GND', 'HEX1', 'LDH_D', 'PFK']",1,1,0,1,1,1,0,1,0,0
"ACALD, ALCD2x, GND, HEX1, LDH_D, PYK",0.194807480315501,0.0645716400337576,0.0645994277682176,"['ACALD', 'ALCD2x', 'GND', 'HEX1', 'LDH_D', 'PYK']",1,1,0,1,1,1,0,0,1,0
"ACALD, ALCD2x, GND, HEX1, LDH_D, TKT2",,0.0,0.0,"['ACALD', 'ALCD2x', 'GND', 'HEX1', 'LDH_D', 'TKT2']",1,1,0,1,1,1,0,0,0,1
"ACALD, ALCD2x, GND, HEX1, PFL, PFK",0.187835287643228,0.0622606067330751,0.798973498842833,"['ACALD', 'ALCD2x', 'GND', 'HEX1', 'PFL', 'PFK']",1,1,0,1,1,0,1,1,0,0
"ACALD, ALCD2x, GND, HEX1, PFL, PYK",0.187835287643066,0.0622606067331077,0.798973498797424,"['ACALD', 'ALCD2x', 'GND', 'HEX1', 'PFL', 'PYK']",1,1,0,1,1,0,1,0,1,0
"ACALD, ALCD2x, GND, HEX1, PFL, TKT2",,0.0,0.0,"['ACALD', 'ALCD2x', 'GND', 'HEX1', 'PFL', 'TKT2']",1,1,0,1,1,0,1,0,0,1
"ACALD, ALCD2x, GND, HEX1, PFK, PYK",0.194807480315415,0.0645716400338491,0.0645994278184071,"['ACALD', 'ALCD2x', 'GND', 'HEX1', 'PFK', 'PYK']",1,1,0,1,1,0,0,1,1,0
"ACALD, ALCD2x, GND, HEX1, PFK, TKT2",,0.0,0.0,"['ACALD', 'ALCD2x', 'GND', 'HEX1', 'PFK', 'TKT2']",1,1,0,1,1,0,0,1,0,1
"ACALD, ALCD2x, GND, HEX1, PYK, TKT2",,0.0,0.0,"['ACALD', 'ALCD2x', 'GND', 'HEX1', 'PYK', 'TKT2']",1,1,0,1,1,0,0,0,1,1
"ACALD, ALCD2x, GND, LDH_D, PFL, PFK",,0.0,0.0,"['ACALD', 'ALCD2x', 'GND', 'LDH_D', 'PFL', 'PFK']",1,1,0,1,0,1,1,1,0,0
"ACALD, ALCD2x, GND, LDH_D, PFL, PYK",,0.0,0.0,"['ACALD', 'ALCD2x', 'GND', 'LDH_D', 'PFL', 'PYK']",1,1,0,1,0,1,1,0,1,0
"ACALD, ALCD2x, GND, LDH_D, PFL, TKT2",,0.0,0.0,"['ACALD', 'ALCD2x', 'GND', 'LDH_D', 'PFL', 'TKT2']",1,1,0,1,0,1,1,0,0,1
"ACALD, ALCD2x, GND, LDH_D, PFK, PYK",0.194807480315317,0.0645716400338381,0.064599427651899,"['ACALD', 'ALCD2x', 'GND', 'LDH_D', 'PFK', 'PYK']",1,1,0,1,0,1,0,1,1,0
"ACALD, ALCD2x, GND, LDH_D, PFK, TKT2",,0.0,0.0,"['ACALD', 'ALCD2x', 'GND', 'LDH_D', 'PFK', 'TKT2']",1,1,0,1,0,1,0,1,0,1
"ACALD, ALCD2x, GND, LDH_D, PYK, TKT2",,0.0,0.0,"['ACALD', 'ALCD2x', 'GND', 'LDH_D', 'PYK', 'TKT2']",1,1,0,1,0,1,0,0,1,1
"ACALD, ALCD2x, GND, PFL, PFK, PYK",0.187835287643403,0.0622606067330647,0.798973498863402,"['ACALD', 'ALCD2x', 'GND', 'PFL', 'PFK', 'PYK']",1,1,0,1,0,0,1,1,1,0
"ACALD, ALCD2x, GND, PFL, PFK, TKT2",,0.0,0.0,"['ACALD', 'ALCD2x', 'GND', 'PFL', 'PFK', 'TKT2']",1,1,0,1,0,0,1,1,0,1
"ACALD, ALCD2x, GND, PFL, PYK, TKT2",,0.0,0.0,"['ACALD', 'ALCD2x', 'GND', 'PFL', 'PYK', 'TKT2']",1,1,0,1,0,0,1,0,1,1
"ACALD, ALCD2x, GND, PFK, PYK, TKT2",,0.0,0.0,"['ACALD', 'ALCD2x', 'GND', 'PFK', 'PYK', 'TKT2']",1,1,0,1,0,0,0,1,1,1
"ACALD, ALCD2x, HEX1, LDH_D, PFL, PFK",,0.0,0.0,"['ACALD', 'ALCD2x', 'HEX1', 'LDH_D', 'PFL', 'PFK']",1,1,0,0,1,1,1,1,0,0
"ACALD, ALCD2x, HEX1, LDH_D, PFL, PYK",,0.0,0.0,"['ACALD', 'ALCD2x', 'HEX1', 'LDH_D', 'PFL', 'PYK']",1,1,0,0,1,1,1,0,1,0
"ACALD, ALCD2x, HEX1, LDH_D, PFL, TKT2",,0.0,0.0,"['ACALD', 'ALCD2x', 'HEX1', 'LDH_D', 'PFL', 'TKT2']",1,1,0,0,1,1,1,0,0,1
"ACALD, ALCD2x, HEX1, LDH_D, PFK, PYK",0.19480748031559,0.0645716400339627,0.0645994278722234,"['ACALD', 'ALCD2x', 'HEX1', 'LDH_D', 'PFK', 'PYK']",1,1,0,0,1,1,0,1,1,0
"ACALD, ALCD2x, HEX1, LDH_D, PFK, TKT2",0.191601956884153,0.0635091321818799,0.0635291423706667,"['ACALD', 'ALCD2x', 'HEX1', 'LDH_D', 'PFK', 'TKT2']",1,1,0,0,1,1,0,1,0,1
"ACALD, ALCD2x, HEX1, LDH_D, PYK, TKT2",0.191601956883934,0.0635091321818436,0.0635291423281472,"['ACALD', 'ALCD2x', 'HEX1', 'LDH_D', 'PYK', 'TKT2']",1,1,0,0,1,1,0,0,1,1
"ACALD, ALCD2x, HEX1, PFL, PFK, PYK",0.187835287642836,0.0622606067331094,0.798973498858795,"['ACALD', 'ALCD2x', 'HEX1', 'PFL', 'PFK', 'PYK']",1,1,0,0,1,0,1,1,1,0
"ACALD, ALCD2x, HEX1, PFL, PFK, TKT2",0.183109211168378,0.0606941078690813,1.41479565550825,"['ACALD', 'ALCD2x', 'HEX1', 'PFL', 'PFK', 'TKT2']",1,1,0,0,1,0,1,1,0,1
"ACALD, ALCD2x, HEX1, PFL, PYK, TKT2",0.183109211168545,0.0606941078688,1.41479565544407,"['ACALD', 'ALCD2x', 'HEX1', 'PFL', 'PYK', 'TKT2']",1,1,0,0,1,0,1,0,1,1
"ACALD, ALCD2x, HEX1, PFK, PYK, TKT2",0.191601956884254,0.0635091321817368,0.0635291424092906,"['ACALD', 'ALCD2x', 'HEX1', 'PFK', 'PYK', 'TKT2']",1,1,0,0,1,0,0,1,1,1
"ACALD, ALCD2x, LDH_D, PFL, PFK, PYK",,0.0,0.0,"['ACALD', 'ALCD2x', 'LDH_D', 'PFL', 'PFK', 'PYK']",1,1,0,0,0,1,1,1,1,0
"ACALD, ALCD2x, LDH_D, PFL, PFK, TKT2",,0.0,0.0,"['ACALD', 'ALCD2x', 'LDH_D', 'PFL', 'PFK', 'TKT2']",1,1,0,0,0,1,1,1,0,1
"ACALD, ALCD2x, LDH_D, PFL, PYK, TKT2",,0.0,0.0,"['ACALD', 'ALCD2x', 'LDH_D', 'PFL', 'PYK', 'TKT2']",1,1,0,0,0,1,1,0,1,1
"ACALD, ALCD2x, LDH_D, PFK, PYK, TKT2",0.191601956884171,0.0635091321818436,0.063529142377028,"['ACALD', 'ALCD2x', 'LDH_D', 'PFK', 'PYK', 'TKT2']",1,1,0,0,0,1,0,1,1,1
"ACALD, ALCD2x, PFL, PFK, PYK, TKT2",0.183109211168566,0.0606941078688,1.4147956554313,"['ACALD', 'ALCD2x', 'PFL', 'PFK', 'PYK', 'TKT2']",1,1,0,0,0,0,1,1,1,1
"ACALD, GLCabcpp, GND, HEX1, LDH_D, PFL",,0.0,0.0,"['ACALD', 'GLCabcpp', 'GND', 'HEX1', 'LDH_D', 'PFL']",1,0,1,1,1,1,1,0,0,0
"ACALD, GLCabcpp, GND, HEX1, LDH_D, PFK",0.194807480315206,0.0645716400338817,0.0645994276869561,"['ACALD', 'GLCabcpp', 'GND', 'HEX1', 'LDH_D', 'PFK']",1,0,1,1,1,1,0,1,0,0
"ACALD, GLCabcpp, GND, HEX1, LDH_D, PYK",0.194807480315422,0.0645716400337572,0.0645994277159881,"['ACALD', 'GLCabcpp', 'GND', 'HEX1', 'LDH_D', 'PYK']",1,0,1,1,1,1,0,0,1,0
"ACALD, GLCabcpp, GND, HEX1, LDH_D, TKT2",,0.0,0.0,"['ACALD', 'GLCabcpp', 'GND', 'HEX1', 'LDH_D', 'TKT2']",1,0,1,1,1,1,0,0,0,1
"ACALD, GLCabcpp, GND, HEX1, PFL, PFK",0.189214056431834,0.0627176292962956,0.0627477818608524,"['ACALD', 'GLCabcpp', 'GND', 'HEX1', 'PFL', 'PFK']",1,0,1,1,1,0,1,1,0,0
"ACALD, GLCabcpp, GND, HEX1, PFL, PYK",0.189214056431768,0.0627176292962407,0.0627477815619636,"['ACALD', 'GLCabcpp', 'GND', 'HEX1', 'PFL', 'PYK']",1,0,1,1,1,0,1,0,1,0
"ACALD, GLCabcpp, GND, HEX1, PFL, TKT2",,0.0,0.0,"['ACALD', 'GLCabcpp', 'GND', 'HEX1', 'PFL', 'TKT2']",1,0,1,1,1,0,1,0,0,1
"ACALD, GLCabcpp, GND, HEX1, PFK, PYK",0.194807480315804,0.0645716400339403,0.0645994277505833,"['ACALD', 'GLCabcpp', 'GND', 'HEX1', 'PFK', 'PYK']",1,0,1,1,1,0,0,1,1,0
"ACALD, GLCabcpp, GND, HEX1, PFK, TKT2",,0.0,0.0,"['ACALD', 'GLCabcpp', 'GND', 'HEX1', 'PFK', 'TKT2']",1,0,1,1,1,0,0,1,0,1
"ACALD, GLCabcpp, GND, HEX1, PYK, TKT2",,0.0,0.0,"['ACALD', 'GLCabcpp', 'GND', 'HEX1', 'PYK', 'TKT2']",1,0,1,1,1,0,0,0,1,1
"ACALD, GLCabcpp, GND, LDH_D, PFL, PFK",,0.0,0.0,"['ACALD', 'GLCabcpp', 'GND', 'LDH_D', 'PFL', 'PFK']",1,0,1,1,0,1,1,1,0,0
"ACALD, GLCabcpp, GND, LDH_D, PFL, PYK",,0.0,0.0,"['ACALD', 'GLCabcpp', 'GND', 'LDH_D', 'PFL', 'PYK']",1,0,1,1,0,1,1,0,1,0
"ACALD, GLCabcpp, GND, LDH_D, PFL, TKT2",,0.0,0.0,"['ACALD', 'GLCabcpp', 'GND', 'LDH_D', 'PFL', 'TKT2']",1,0,1,1,0,1,1,0,0,1
"ACALD, GLCabcpp, GND, LDH_D, PFK, PYK",0.194807480315218,0.0645716400338757,0.0645994277426189,"['ACALD', 'GLCabcpp', 'GND', 'LDH_D', 'PFK', 'PYK']",1,0,1,1,0,1,0,1,1,0
"ACALD, GLCabcpp, GND, LDH_D, PFK, TKT2",,0.0,0.0,"['ACALD', 'GLCabcpp', 'GND', 'LDH_D', 'PFK', 'TKT2']",1,0,1,1,0,1,0,1,0,1
